,термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е,DP,D,R
839,деловой речь,11.11,47.9,15.7,5.9,11,10.1,6.3,0.9,0.3252,91.02,121
840,лексический группа,11.1,3.6,6.5,14.3,12.2,9.9,6.1,4.2,0.2862,92.52,121
841,сентенциальный актант,11.06,0,0,0.3,0.3,3.3,19.1,47.5,0.7538,73.27,52
842,прагматический фактор,11.04,0,0,2.6,14.8,10.6,7.7,7.5,0.2991,92.37,117
843,семантический переход,11.04,6,0.8,3.4,2.4,6.3,14,48,0.4459,84.99,117
844,семантический типология,11.03,0,0.5,9.7,12.5,10.1,7.4,5.2,0.2606,94.23,121
845,научный картина,11.03,0,0,0.3,4.1,11,10.2,7.5,0.3551,91.52,110
846,дифференциация язык,11.01,0,1.6,9.8,11.1,10.5,7,4.2,0.294,93.12,115
847,преподавание язык,10.97,6,2.5,7.9,7.8,10,8.5,4.2,0.2368,94.83,120
848,язык лексика,10.94,2.4,2.3,7.7,10.1,11.1,6.6,4.2,0.2485,94.62,123
849,живой язык,10.9,40.7,21.2,9.9,9.7,6.7,8.4,15.5,0.2443,94.43,123
850,религиозный дискурс,10.87,0,0,0,0.3,6.2,16.6,10.8,0.5361,84.95,90
851,психологический аспект,10.82,1.2,0.3,2.6,10.4,11.1,7.6,4.7,0.3305,91.79,116
852,ментальный лексикон,10.79,0,0,0,0.9,8.3,13.6,14.6,0.5033,84.67,97
853,видовой пара,10.79,0,3.8,3.5,13.2,7.5,10.2,21.2,0.5208,83.94,101
854,категория интенсивность,10.74,0,0.2,4.2,11,13.2,4.6,0,0.4982,84.76,103
855,общий морфология,10.74,0,0,0.2,3.1,10.3,10.5,10.3,0.2713,93.52,109
856,близкородственный язык,10.74,2.4,7.5,16.9,9.3,8.3,7.3,5.2,0.3194,92.43,121
857,семантический подход,10.74,0,1.3,3.6,9.1,9,10.1,4.2,0.2385,94.4,119
858,неродственный язык,10.69,1.2,14.2,11.5,7.4,8.8,7.3,6.1,0.3946,90.64,120
859,язык поэзия,10.68,13.2,8,5.5,6,10,8.1,1.9,0.3545,91.23,119
860,фонетический вариант,10.68,7.2,39.5,22,9.1,5.1,6.2,4.2,0.4073,89.2,110
861,компонент семантика,10.67,0,0.5,4.3,14.1,9.8,7.8,2.4,0.2899,91.54,121
862,предикатный актант,10.67,0,0,13,16.6,10.7,4.4,0.5,0.4128,89.18,110
863,коммуникативный категория,10.66,0,0,0.4,1.6,7.8,14,6.6,0.5326,84.62,99
864,интернет дискурс,10.66,0,0,0,0,3.7,19.4,12.7,0.6426,83.63,59
865,лексический поле,10.64,0,0.5,8.5,8.3,10.6,6.9,9.4,0.3073,93,118
866,отраслевой терминология,10.64,0,1.6,4,6.2,10,9.2,2.8,0.3803,90.44,108
867,двусоставный предложение,10.62,8.4,9,9.7,16,8.9,6.1,2.4,0.3301,92.16,120
868,антропологический лингвистика,10.62,0,0,0.1,8.5,11.2,8,6.1,0.3689,90.86,102
869,семантический параметр,10.58,0,0.3,11.7,9.5,9.4,7.5,6.1,0.2779,92.53,117
870,глагол перемещение,10.56,0,0.2,4.9,14.8,9,7,34.8,0.4512,86.04,110
871,речевой агрессия,10.56,0,0,0,2.2,8,13.3,9.4,0.5123,82.17,86
872,армянский язык,10.56,0,19.4,30.4,5.2,7.2,5,0.9,0.4886,80.85,112
873,исторический синтаксис,10.54,4.8,12.9,14.8,10.7,9.3,5,4.7,0.2945,93.06,121
874,побудительный предложение,10.53,0,1.6,10.1,15.2,9.2,6.7,0.9,0.4306,89.31,111
875,военный лексика,10.53,0,4.4,8,5.5,9.9,8.1,2.8,0.3994,87.33,117
876,пермский язык,10.5,0,3.3,2.7,10.3,7.4,11.2,6.1,0.6119,84.01,85
877,морфологический форма,10.45,6,5.7,13,12.7,9,6.1,3.3,0.2639,93.66,122
878,язык второй,10.44,10.8,7.4,8.8,10.2,9.3,6.5,10.8,0.2122,94.16,123
879,единица речь,10.44,2.4,5.2,13.1,11.6,9.4,5.9,2.4,0.2596,94.11,122
880,языковой развитие,10.36,15.6,7.5,10.2,10.8,9.3,5.8,10.8,0.1995,95.28,123
881,язык тюркский,10.35,3.6,34.8,25.2,9.1,5.9,4.5,3.3,0.5368,86.76,95
882,речевой структура,10.35,3.6,1.6,6.6,7.8,11.6,5.6,1.9,0.3798,90.67,116
883,лемма,10.35,1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е,0.5317,84.4,107
884,сочетаемость глагол,10.34,1.2,0.7,17.8,16.9,9.3,4,5.2,0.3461,91.03,119
885,лингвистический атлас,10.34,15.6,10.6,23.2,8.9,7.9,4.9,9.4,0.4113,90.27,113
886,развитие значение,10.33,15.6,10.3,10,8.7,7.2,8.5,12.2,0.2402,93.83,123
887,языковой коллектив,10.33,3.6,2.5,3.4,9.8,9.3,8.2,12.2,0.2368,94.53,121
888,семантический единица,10.32,0,5.4,8.4,8.9,10.1,6.2,5.2,0.2741,93.27,122
889,игра слово,10.32,57.4,5.7,3.7,5.5,9.8,7.6,1.9,0.3551,88.98,121
890,словообразовательный парадигма,10.31,0,0,9.4,12.6,11.5,4.2,1.9,0.5175,84.98,110
891,смысловой поле,10.29,0,0.2,0.1,12.2,8.8,9.7,0.5,0.4287,88.68,102
892,оценочный функция,10.28,4.8,0.2,4.2,7.5,10.6,7.5,1.4,0.3115,92.66,117
893,толкование слово,10.27,14.4,13.2,10.4,11.2,8.1,6.6,3.3,0.2892,93.35,123
894,процессуальный фразеологизм,10.26,0,0,1.6,9.1,13.5,4.1,0,0.7223,75.61,61
895,поверхностный структура,10.25,0,1.8,15,14.2,9.7,4.4,3.3,0.3341,91.46,117
896,структурный компонент,10.23,1.2,1.3,4.3,6.8,10.5,7.5,2.8,0.2907,93.02,121
897,язык анализ,10.22,1.2,2.3,6.8,7.8,9.3,8.1,3.8,0.2083,95.14,123
898,языковой модель,10.2,1.2,1.6,2.2,9.1,8.9,9.5,0.5,0.2985,92.05,119
899,согласный фонема,10.19,7.2,12.9,12,8.9,9.5,5,2.4,0.4229,88.45,108
900,ментальный образование,10.17,0,0,0,1.3,8.4,11.7,17.4,0.4485,89.08,95
901,семантический зона,10.15,0,0,1.2,4.5,7.9,10.7,33.9,0.4629,88.32,107
902,отрицательный предложение,10.15,2.4,1.3,7.9,16.3,7.4,8.2,3.8,0.391,86.82,117
903,художественный стиль,10.15,3.6,3.9,15.9,9.9,9.2,5.4,2.4,0.2982,92.2,120
904,семантический трансформация,10.14,0,0.3,3.6,9.8,10.7,6.6,1.9,0.3272,90.34,119
905,концепт время,10.12,0,0,0,1.3,11.5,7.5,19.7,0.5261,86.23,91
906,морфологический средство,10.12,0,5.9,12.4,6.4,9.2,6.6,3.8,0.2422,93.53,123
907,политический речь,10.12,1.2,0,2.6,1.9,11.2,7.9,2.8,0.4841,84.92,111
908,грамматический единица,10.09,0,3.3,10.7,11.1,9.5,5.9,2.8,0.2433,94.55,121
909,эвенкийский язык,10.09,2.4,4.6,7,3.4,7.8,8.7,41.4,0.5767,83.25,90
910,грамматический явление,10.06,4.8,14.7,15,7.2,7.8,6.2,6.6,0.2295,94.67,123
911,древнеанглийский язык,10.05,0,0.7,11.3,6.8,8.7,8,1.4,0.5192,86,105
912,разговорный стиль,10.05,31.1,4.6,14.2,8.9,8.4,6.1,3.3,0.2766,92.46,122
913,языковой сообщество,10.05,0,0.3,0.5,5.1,9.7,9.1,11.8,0.3678,86.44,111
914,общеупотребительный лексика,10.04,8.4,5.4,10.7,7.4,9.2,6.6,2.4,0.2468,94.27,122
915,дискурсивный слово,10.03,0,0,0,4.3,9.1,9.1,37.1,0.3914,90.54,107
916,коммуникативный синтаксис,10.02,0,0.2,5.1,10.6,10.5,6.1,2.4,0.3171,92.73,113
917,позиция подлежащее,10.02,0,5.2,11.9,8.4,6.6,9.4,6.1,0.382,90.22,115
918,продуктивный способ,10.01,2.4,2.6,7.6,6,9.4,7.7,2.4,0.2888,93.31,119
919,функция метафора,10,0,0,2.4,7.9,10.5,7.3,2.4,0.3415,92.27,109
920,шорский язык,10,0,9.5,7.2,20.4,6.7,7.2,0.9,0.6199,78.66,78
921,словообразовательный категория,9.97,1.2,1.8,4.8,9.2,9.9,7,0.9,0.4635,84.27,114
922,особенность речь,9.97,16.8,4.6,5.9,7.6,8.4,8.3,2.8,0.2262,94.65,123
923,язык сибирь,9.97,1.2,7.2,13.5,7.8,8.7,6,6.1,0.4723,86.31,103
924,зарубежный языкознание,9.95,0,2,12.3,10.6,8.5,6.7,4.7,0.304,93.24,120
925,коннотативный значение,9.95,0,0.2,6.5,7.9,10.4,6,11.8,0.3131,92.47,118
926,прагматический компонент,9.93,0,0,3.4,12.3,11.6,4.5,2.8,0.3759,89.59,113
927,ногайский язык,9.91,1.2,16.3,14.7,14.6,8.8,3.1,2.8,0.6906,75.99,57
928,типологический аспект,9.91,0,0.7,2.4,6.1,10,7.9,4.2,0.2865,93.05,119
929,морфолого синтаксический,9.89,0,4.6,10.9,10.7,8.5,6.4,5.6,0.2838,92.8,120
930,синтаксический явление,9.89,2.4,6.5,14.6,11.9,8.4,5.3,2.4,0.2865,93.01,121
931,фразеологический поле,9.83,0,0,2.6,3.4,8.6,10.2,3.8,0.4715,85.13,103
932,символический значение,9.83,0,3.8,3.9,14.4,9.4,6,3.3,0.286,93.03,121
933,процесс порождение,9.8,3.6,0,3.9,8.3,9.7,7.2,6.6,0.2651,93.96,115
934,разряд слово,9.78,3.6,13.1,13.9,13.8,7.8,4.7,2.8,0.2968,93.55,120
935,динамический модель,9.74,0,0.5,0.7,3.4,8.5,10.5,3.3,0.2993,92.9,112
936,прагматический направленность,9.72,0,0,8.1,9,9.9,5.9,1.9,0.3642,91.4,116
937,семантический синтаксис,9.71,0,0.2,9.4,12.9,9.6,5.1,1.9,0.3253,92.29,114
938,местоименный слово,9.7,1.2,1.8,9.8,13,8.8,5.8,2.4,0.3502,90.28,118
939,восклицательный предложение,9.69,2.4,2.1,9.2,20.1,8.6,4.6,0,0.4382,84.92,114
940,юридический терминология,9.69,2.4,1.8,1.1,2.1,10.4,8.1,2.8,0.4688,85.53,106
941,коммуникативный задача,9.66,0,0.2,5,12.1,8.8,7.1,3.8,0.2776,93.06,120
942,поле глагол,9.66,0,0.8,8.5,9.1,10.2,4.8,11.3,0.3497,91.88,110
943,грамматический признак,9.62,6,7.2,7.9,10.3,8.2,6.5,5.6,0.2432,94.4,121
944,поэтический дискурс,9.61,0,0,0,0.9,10.5,8.5,2.4,0.6021,81.92,85
945,словарный фонд,9.59,9.6,18.1,12.6,6,7.3,6.3,1.9,0.3265,91.62,121
946,словарный запас,9.59,16.8,7.5,6.4,9,8.3,6.7,6.1,0.1968,95.57,123
947,прагматический контекст,9.58,0,0,0.3,13.2,10.8,5.1,2.4,0.3377,91.2,107
948,концептуальный содержание,9.55,0,0,0.3,3.4,10.3,8,1.4,0.4355,88.86,102
949,единица лексический,9.53,0,0.3,3.4,8.8,10.7,5.5,2.4,0.3025,92.82,117
950,типологический описание,9.53,0,1.5,9.7,10.5,8.7,6.1,3.8,0.3133,92.8,120
951,семантика нарратива,9.51,0,0,0,7.8,10.1,7.1,4.7,0.3046,93.57,108
952,динамический процесс,9.5,0,0.7,0.7,3.7,8.6,9.7,4.7,0.3351,91.9,112
953,языковой общность,9.47,2.4,9.8,7,6.6,7.8,7.3,10.8,0.2725,93.47,123
954,медицинский дискурс,9.45,0,0,0,0,7,12.5,8.5,0.6172,82.58,74
955,синтаксис предложение,9.44,2.4,3.3,10.6,13.2,9.3,4.2,1.4,0.2822,93.71,118
956,тюркский языкознание,9.4,0,57,30.8,2.7,3.4,2.9,6.1,0.6172,81.55,73
957,языковой воплощение,9.36,0,1,2.2,7.2,8,9.1,1.9,0.3085,92.84,116
958,грамматический уровень,9.34,0,2.1,7.2,10.3,8.6,6.2,5.2,0.2716,93.49,123
959,литовский язык,9.34,0,8.7,21,5.4,3.4,10.3,2.8,0.5098,82.17,108
960,предударный слог,9.3,7.2,10.9,6.2,6,5.7,9.9,3.3,0.5385,82.94,88
961,контрастивный анализ,9.3,0,0,3.5,5.2,10,6.6,4.2,0.3738,90.32,112
962,семантический эволюция,9.29,1.2,2.1,9.3,4.4,9.2,6.2,7.5,0.2801,92.02,121
963,жестовый язык,9.28,0,0,0.1,0.2,5.4,12.4,48.4,0.7967,70.77,39
964,синтаксический характеристика,9.28,1.2,1.1,7.5,10.1,8.5,6.3,4.2,0.2858,93.56,120
965,фокус внимание,9.27,0,0,0.3,5.5,7.4,9.9,16.9,0.3198,92.23,109
966,синтаксический система,9.25,3.6,3.4,10.2,8.8,8.7,5.4,2.4,0.2864,93.29,120
967,лингвистический география,9.22,19.1,15.4,16.3,8.1,7.5,4.1,2.8,0.367,91.16,106
968,литературный произношение,9.21,69.4,19.4,14.6,8.1,6.9,3.8,5.2,0.3489,90.83,119
969,функциональный свойство,9.21,0,2.1,6.2,7,8.6,6.8,6.6,0.2751,93.73,120
970,семантика местоимение,9.21,0,0.2,4.2,9.9,9,6.5,2.4,0.2628,93.93,114
971,грамматический род,9.21,18,8,7.6,10.3,9.1,4.4,0,0.3649,88.21,119
972,средство номинация,9.18,0,0,5,6.4,9.8,6.1,3.3,0.3379,90.66,114
973,городской просторечие,9.17,6,1.6,1.4,19.9,10.1,3.1,0.5,0.4514,86.48,107
974,смысловой компонент,9.17,0,1.8,6.8,5.9,7.8,7.9,5.6,0.2849,92.37,120
975,имя числительное,9.15,2.4,5.1,5.5,12.8,9.5,4.2,0.9,0.4497,84.45,117
976,терминологический номинация,9.15,0,0,3.2,8.8,8.6,7.3,4.2,0.3762,90.53,104
977,состав предложение,9.14,1.2,14.2,15.9,12,7.3,3.8,1.9,0.3056,92.73,119
978,общеупотребительный слово,9.14,2.4,8,11.4,6.6,7.9,5.9,2.8,0.2546,93.73,121
979,словесный комплекс,9.11,1.2,1,19.9,15,6.9,4.3,1.4,0.4233,86.67,108
980,коммуникативный интенция,9.1,0,0,7.5,8.4,8.9,6,1.9,0.3404,91.86,109
981,стилистически нейтральный,09.09,26.3,8.8,10.9,6.5,8,5.1,7.1,0.2052,94.57,123
982,семантический варьирование,09.08,0,0.5,10.2,10.2,8.9,4.9,1.4,0.3396,91.78,118
983,лингвистический идея,09.08,1.2,0.2,1.3,5.8,9,7.7,4.7,0.3105,93.06,111
984,речевой тактика,09.06,0,0.2,0.1,5.7,7.8,9.5,2.8,0.435,87.68,103
985,лингвокультурный концепт,09.06,0,0,0,0,6,13.1,5.2,0.4818,88.98,78
986,семантический примитив,09.06,0,0,0.5,11.7,10.4,4.6,5.2,0.3501,88.64,110
987,морфологический уровень,09.05,0,1.3,7.3,9,8.4,6.3,3.3,0.2482,94.06,121
988,тип словесный,09.03,0,1.6,12,10.3,9,4.2,0.5,0.2963,92.88,113
989,эргативный конструкция,09.03,0,0.5,4.4,11.1,9.5,5.2,0,0.6032,82.29,82
990,бинарный оппозиция,09.02,0,3.3,5.3,4.4,6.2,10.2,4.2,0.2958,91.88,121
991,процесс речевой,09.02,0,0.8,3.2,6.3,8.7,7.3,3.3,0.2757,93.29,120
992,язык реципиент,9,0,0.2,0.4,5.7,9.8,6.6,6.1,0.4268,88.42,107
993,нанайский язык,8.97,0,1.8,1.5,0.7,3.9,12.5,61.6,0.7211,77.85,65
994,связочный глагол,8.91,0,0.8,9.6,14.9,3.9,10,0.9,0.5936,80.82,101
995,переключение код,8.91,0,0,0,0.9,4.4,10.5,100.1,0.6091,76.88,84
996,синтаксический параллелизм,8.9,0,9.3,7.6,9.9,7.1,6.3,2.8,0.3381,88.7,118
997,язык культурный,8.89,1.2,0.3,0.4,5.7,10.7,5.4,1.9,0.3357,92.31,115
998,экспрессивный функция,8.87,2.4,1.1,6.6,8.5,8.9,5.5,2.4,0.2912,92.46,120
999,страдательный залог,8.87,7.2,19,22,5.3,5.1,5.5,3.8,0.4057,87.51,111
1000,лингвистический источниковедение,8.84,0,1.6,5.4,6,7.5,8.1,0.5,0.4985,87.66,90
1001,глагольный семантика,8.81,0,0.3,6.3,10.6,9.4,4.4,1.9,0.3013,92.12,117
1002,семантический разряд,8.79,0,8.3,11.9,11.6,7.1,5,0.9,0.3718,90.77,115
1003,согласный звук,8.79,45.5,24,13.4,6.6,5.1,5.6,3.8,0.3709,90.83,114
1004,синтаксический синонимия,8.77,0,4.6,19.7,12.6,7.4,3,2.4,0.421,89.32,107
1005,речевой ошибка,8.75,20.3,3.9,2,4.2,8.9,6.5,2.4,0.3798,87.89,117
1006,модальность дейксис,8.73,0,0,0,9.2,10.2,5,1.4,0.3522,92.35,107
1007,звукоподражательный слово,8.73,41.9,6.9,5.2,8.8,5.5,8.4,1.4,0.5304,84.13,100
1008,категория отрицание,8.69,0,0.3,9.7,7.5,7.7,6.4,0,0.5423,85.84,94
1009,язык иностранный,8.38,2.4,3.1,6.8,10.5,8.7,3.8,4.2,0.3155,91.82,121
1010,язык морфология,7.44,0,1.5,6,6.7,6.6,5.7,1.4,0.2635,92.78,122
1011,язык человек,07.05,1.2,2.5,2.2,3.5,5.3,7.5,8.9,0.2625,93.99,122
1012,предикат предложение,4.56,0,0,3.9,6.5,4.3,2.7,1.4,0.3028,93.05,112
1013,языкознание большой,4.5,0,0.2,0.5,0.7,5.1,3.6,0,0.3882,91.55,109
