,word,freq,pos
6470,осложнение,1452,NOUN
6471,стефан,1452,NOUN
6472,переосмыслять,1451,INFN
6473,подражание,1451,NOUN
6474,склоняться,1451,INFN
6475,рисовать,1451,INFN
6476,производности??,1451,
6477,укр??,1451,
6478,отправной,1451,ADJF
6479,радоваться,1450,INFN
6480,коллегия,1450,NOUN
6481,выпивать,1450,INFN
6482,рече??,1450,
6483,лингвокультурологическом??,1450,
6484,Кутина??,1449,
6485,удовлетворение,1448,NOUN
6486,приблизительный,1448,ADJF
6487,этнограф,1448,NOUN
6488,атрибуция,1448,NOUN
6489,арготический,1447,ADJF
6490,чепасова,1447,NOUN
6491,дыхание,1446,NOUN
6492,моррис,1446,NOUN
6493,биология,1445,NOUN
6494,клобуков,1445,NOUN
6495,партийный,1444,ADJF
6496,череповец,1444,NOUN
6497,иран,1444,NOUN
6498,гладкий,1444,ADJF
6499,мягков,1444,NOUN
6500,марксистский,1443,ADJF
6501,делегация,1442,NOUN
6502,бороться,1441,INFN
6503,остаток,1441,NOUN
6504,седой,1441,ADJF
6505,разночтение,1441,NOUN
6506,шишкин,1440,NOUN
6507,весенний,1440,ADJF
6508,проиллюстрировать,1440,INFN
6509,взаимообусловленность,1440,NOUN
6510,симметричный,1440,ADJF
6511,дошкольный,1439,ADJF
6512,идиостиле??,1439,
6513,обещание,1438,NOUN
6514,антропоморфный,1438,ADJF
6515,встречаемость,1438,NOUN
6516,диагностика,1438,NOUN
6517,отпечаток,1437,NOUN
6518,имущество,1437,NOUN
6519,орджоникидзе,1437,NOUN
6520,нежелательный,1436,ADJF
6521,рай,1436,NOUN
6522,наст,1436,NOUN
6523,нева,1435,NOUN
6524,мови??,1435,
6525,снятие,1435,NOUN
6526,справка,1434,NOUN
6527,литвин,1434,NOUN
6528,магия,1434,NOUN
6529,разделяться,1433,INFN
6530,варьировать,1433,INFN
6531,предельность,1433,NOUN
6532,михальский,1433,ADJF
6533,вскоре,1432,ADVB
6534,ярлык,1432,NOUN
6535,васильевна,1432,NOUN
6536,пособ??,1432,
6537,третьяков,1431,NOUN
6538,рассел,1431,VERB
6539,нежный,1430,ADJF
6540,баскаков,1430,NOUN
6541,самойлович,1430,NOUN
6542,мак,1429,NOUN
6543,вильнюс,1428,NOUN
6544,флора,1427,NOUN
6545,полипредикативных??,1427,
6546,кошелев,1427,NOUN
6547,социализм,1426,NOUN
6548,новогреческий,1426,ADJF
6549,СА??,1426,
6550,Хабургаев??,1426,
6551,детализация,1425,NOUN
6552,тельный,1425,ADJF
6553,вышеуказанный,1425,ADJF
6554,голубева,1424,NOUN
6555,страноведение,1423,NOUN
6556,Воениздат??,1423,
6557,колокол,1421,NOUN
6558,петрович,1421,NOUN
6559,гол,1421,NOUN
6560,гайдаров,1421,NOUN
6561,Сильницкий??,1421,
6562,комбинаторика,1421,NOUN
6563,Ревзин??,1421,
6564,сокровенный,1420,ADJF
6565,подводиться,1420,INFN
6566,элитарный,1420,ADJF
6567,аль,1419,CONJ
6568,аш,1419,
6569,воспроизводимость,1419,NOUN
6570,репрезентироваться,1418,INFN
6571,германистика,1418,NOUN
6572,малоизученный,1417,ADJF
6573,перифрастический,1417,ADJF
6574,уровневый,1417,ADJF
6575,фонематический,1416,ADJF
6576,обыкновенный,1415,ADJF
6577,подбирать,1415,INFN
6578,одиночный,1414,ADJF
6579,субстантивированный,1414,PRTF
6580,торжественный,1413,ADJF
6581,вольный,1413,ADJF
6582,шипящий,1412,ADJF
6583,слуга,1412,NOUN
6584,выполняться,1412,INFN
6585,тревога,1411,NOUN
6586,лов,1411,NOUN
6587,Блумфилд??,1411,
6588,старостин,1411,NOUN
6589,океан,1410,NOUN
6590,периодизация,1409,NOUN
6591,лекарственный,1409,ADJF
6592,маркированность??,1409,
6593,возглавлять,1408,INFN
6594,иже,1407,NOUN
6595,гц,1407,NOUN
6596,пейоративный,1407,ADJF
6597,процентный,1406,ADJF
6598,лыткин,1406,NOUN
6599,лл??,1406,
6600,эльбрус,1406,NOUN
6601,подчас,1405,ADVB
6602,кострома,1405,NOUN
6603,брачный,1405,ADJF
6604,корреспонденция,1405,NOUN
6605,обязательность,1405,NOUN
6606,гетерогенный,1405,ADJF
6607,вечность,1404,NOUN
6608,трофимов,1404,NOUN
6609,кг,1404,NOUN
6610,рахилина,1404,NOUN
6611,нюанс,1403,NOUN
6612,Зап??,1403,
6613,поесть,1402,INFN
6614,изменчивость,1402,NOUN
6615,физиология,1402,NOUN
6616,ПП??,1402,
6617,непредельный,1402,ADJF
6618,семенюк,1402,NOUN
6619,дева,1401,NOUN
6620,грин,1400,NOUN
6621,саха,1400,NOUN
6622,африканский,1400,ADJF
6623,элегия,1399,NOUN
6624,характерологический,1399,ADJF
6625,Котюрова??,1399,
6626,совокупный,1398,ADJF
6627,Юлдашев??,1398,
6628,релятивный,1398,ADJF
6629,лиса,1397,NOUN
6630,издаваться,1397,INFN
6631,перепись,1397,NOUN
6632,Вайсгербер??,1397,
6633,литератор,1396,NOUN
6634,нить,1396,NOUN
6635,противный,1396,ADJF
6636,температура,1396,NOUN
6637,приспособление,1396,NOUN
6638,марксизм,1396,NOUN
6639,Мордов??,1396,
6640,насыщенный,1395,ADJF
6641,тихо,1395,ADVB
6642,обвинение,1395,NOUN
6643,хождение,1394,NOUN
6644,дб??,1394,
6645,печерский,1392,ADJF
6646,изначальный,1392,ADJF
6647,болгария,1392,NOUN
6648,конъюнктив,1392,NOUN
6649,придумывать,1391,INFN
6650,социализация,1391,NOUN
6651,глосса,1390,NOUN
6652,Крысько??,1390,
6653,Дагучпедгиз??,1389,
6654,ущерб,1388,NOUN
6655,скрепа,1388,NOUN
6656,заселение,1388,NOUN
6657,намеренный,1387,ADJF
6658,общелингвистический,1387,ADJF
6659,БГПУ??,1387,
6660,поражать,1386,INFN
6661,фиксированный,1386,PRTF
6662,превалировать,1385,INFN
6663,кухня,1384,NOUN
6664,мимо,1383,PREP
6665,фрейд,1383,NOUN
6666,ижорский,1381,ADJF
6667,тверская,1381,NOUN
6668,изборник,1381,NOUN
6669,публиковать,1380,INFN
6670,нестеров,1380,NOUN
6671,удаление,1380,NOUN
6672,аутентичный,1380,ADJF
6673,ном,1379,NOUN
6674,несчастие,1379,NOUN
6675,обучаться,1379,INFN
6676,цыганский,1379,ADJF
6677,колесо,1379,NOUN
6678,диктовать,1379,INFN
6679,кельтский,1379,ADJF
6680,расторгуев,1378,NOUN
6681,ЧеРо??,1378,
6682,упрек,1377,NOUN
6683,псевдоним,1377,NOUN
6684,вече,1377,NOUN
6685,Мурзаев??,1377,
6686,Добросклонская??,1377,
6687,пространный,1376,ADJF
6688,путешественник,1376,NOUN
6689,корпусный,1376,ADJF
6690,эвфемистический,1376,ADJF
6691,владелец,1375,NOUN
6692,контент,1375,NOUN
6693,Райхштейн??,1375,
6694,ворон,1374,NOUN
6695,посещать,1374,INFN
6696,розовый,1374,ADJF
6697,Чикобава??,1374,
6698,Београд??,1374,
6699,фундамент,1374,NOUN
6700,Либроком??,1374,
6701,регуляция,1374,NOUN
6702,ворона,1373,NOUN
6703,изобретение,1373,NOUN
6704,семантизации??,1373,
6705,концептосфера??,1373,
6706,финляндия,1372,NOUN
6707,радченко,1371,NOUN
6708,пускать,1370,INFN
6709,выводиться,1370,INFN
6710,зи,1369,NOUN
6711,запечатлевать,1369,INFN
6712,страдать,1369,INFN
6713,украшать,1369,INFN
6714,суп,1369,NOUN
6715,елец,1369,NOUN
6716,Тумашева??,1369,
6717,подлинник,1368,NOUN
6718,книжник,1368,NOUN
6719,эмотивно??,1368,
6720,обследование,1367,NOUN
6721,жидкость,1367,NOUN
6722,поливать,1367,INFN
6723,сонорный,1367,ADJF
6724,выяснивать,1367,INFN
6725,гусь,1366,NOUN
6726,убийство,1366,NOUN
6727,донский,1366,ADJF
6728,многонациональный,1366,ADJF
6729,султан,1366,NOUN
6730,ипостась,1366,NOUN
6731,тобольский,1365,ADJF
6732,эмигрант,1365,NOUN
6733,перемещаться,1365,INFN
6734,старец,1364,NOUN
6735,предназначение,1364,NOUN
6736,Дониш??,1364,
6737,начертание,1363,NOUN
6738,умолчание,1363,NOUN
6739,сбой,1363,NOUN
6740,агентство,1363,NOUN
6741,готский,1362,ADJF
6742,окт??,1362,
6743,липецк,1362,NOUN
6744,Темпоральность??,1362,
6745,пустота,1361,NOUN
6746,неологии??,1361,
6747,уверенный,1360,ADJF
6748,обида,1360,NOUN
6749,кардинальный,1360,ADJF
6750,датировка,1360,NOUN
6751,технологический,1360,ADJF
6752,нечаев,1360,NOUN
6753,индия,1359,NOUN
6754,мирный,1359,ADJF
6755,вписываться,1359,INFN
6756,покидать,1358,INFN
6757,химия,1357,NOUN
6758,датский,1357,ADJF
6759,Тошкент??,1357,
6760,перцов,1357,ADJS
6761,двое,1356,NUMR
6762,артемов,1355,NOUN
6763,уклад,1354,NOUN
6764,Матезиус??,1354,
6765,марчук,1354,NOUN
6766,поучение,1353,NOUN
6767,допущение,1352,NOUN
6768,дека,1352,NOUN
6769,мягкость,1352,NOUN
6770,хр??,1352,
6771,тюрко??,1352,
6772,австралийский,1352,ADJF
6773,взаимозависимость,1352,NOUN
6774,нетривиальный,1352,ADJF
6775,ирландский,1352,ADJF
6776,ГосУНЦ??,1352,
6777,Ирфон??,1352,
6778,прикладывать,1351,INFN
6779,задумываться,1351,INFN
6780,сообщ??,1351,
6781,организационный,1350,ADJF
6782,станция,1350,NOUN
6783,кабинет,1350,NOUN
6784,сопутствовать,1350,INFN
6785,финансы,1350,NOUN
6786,старуха,1349,NOUN
6787,сузлеге??,1349,
6788,психол??,1349,
6789,часы,1348,NOUN
6790,огуз,1348,ADJS
6791,вычленять,1348,INFN
6792,микросистемы??,1348,
6793,туча,1347,NOUN
6794,горьковский,1347,ADJF
6795,диалектолог,1347,NOUN
6796,данилова,1347,NOUN
6797,кодифицированный,1347,ADJF
6798,аканье,1346,NOUN
6799,подвижность,1346,NOUN
6800,многоязычный,1346,ADJF
6801,соболев,1345,NOUN
6802,обходить,1345,INFN
6803,категорический,1345,ADJF
6804,экземпляр,1345,NOUN
6805,первостепенный,1345,ADJF
6806,результативность,1345,NOUN
6807,психолого,1345,NOUN
6808,ВП??,1345,
6809,публиковаться,1344,INFN
6810,пьяный,1344,NOUN
6811,беспредложный,1344,ADJF
6812,распределяться,1344,INFN
6813,сигнализировать,1344,INFN
6814,ао,1344,NOUN
6815,валентный,1344,ADJF
6816,конкурировать,1343,INFN
6817,прикамье,1343,NOUN
6818,хабаровск,1343,NOUN
6819,эпиграф,1342,NOUN
6820,сращение,1341,NOUN
6821,диск,1341,NOUN
6822,вар,1339,NOUN
6823,община,1339,NOUN
6824,Резанова??,1339,
6825,нормативность,1338,NOUN
6826,сн??,1338,
6827,молоткова,1338,NOUN
6828,опровергать,1337,INFN
6829,иллюзия,1337,NOUN
6830,анисимов,1337,NOUN
6831,пересказ,1336,NOUN
6832,орден,1336,NOUN
6833,депутат,1336,NOUN
6834,лить,1335,INFN
6835,сингармонизм,1335,NOUN
6836,самобытность,1334,NOUN
6837,герундий,1334,NOUN
6838,эпиграмма,1334,NOUN
6839,вон,1333,ADVB
6840,крутой,1332,ADJF
6841,опытный,1332,ADJF
6842,гаджиев,1332,NOUN
6843,Св??,1332,
6844,эпштейн,1332,NOUN
6845,довод,1331,NOUN
6846,присылать,1331,INFN
6847,таксономия,1331,NOUN
6848,Волгогр??,1331,
6849,Лингвокультурологические??,1331,
6850,демократия,1329,NOUN
6851,буквенный,1329,ADJF
6852,выдерживать,1329,INFN
6853,концентрация,1329,NOUN
6854,емельянов,1329,NOUN
6855,алисов,1329,NOUN
6856,кривой,1328,NOUN
6857,привязывать,1328,INFN
6858,нечистый,1328,ADJF
6859,мещерский,1327,ADJF
6860,веб,1327,NOUN
6861,Пог??,1327,
6862,ТГ??,1326,
6863,планета,1325,NOUN
6864,заблуждение,1325,NOUN
6865,даг,1325,
6866,гулять,1324,INFN
6867,бу??,1324,
6868,петрухин,1324,NOUN
6869,непродуктивный,1323,ADJF
6870,Универс??,1323,
6871,собирание,1322,NOUN
6872,подробность,1321,NOUN
6873,карамазов,1321,NOUN
6874,прогнозировать,1320,INFN
6875,окрашенность,1320,NOUN
6876,антропонимической??,1320,
6877,американизм,1320,NOUN
6878,спокойный,1319,ADJF
6879,михайловна,1319,NOUN
6880,единичность,1319,NOUN
6881,автоматически,1319,ADVB
6882,самооценка,1319,NOUN
6883,Терра??,1319,
6884,проливать,1318,INFN
6885,фантазия,1318,NOUN
6886,пропадать,1318,INFN
6887,бросаться,1318,INFN
6888,Вл??,1318,
6889,аксиологической??,1318,
6890,внимательный,1317,ADJF
6891,скала,1317,NOUN
6892,вал,1316,NOUN
6893,сапог,1316,NOUN
6894,калмыков,1316,NOUN
6895,кодовый,1316,ADJF
6896,стихосложение,1315,NOUN
6897,персонификация,1315,NOUN
6898,расселение,1315,NOUN
6899,трофимова,1315,NOUN
6900,лингвокультурологических??,1315,
6901,испытание,1314,NOUN
6902,дьявол,1314,NOUN
6903,сонант,1314,NOUN
6904,акцентирование,1314,NOUN
6905,обстоять,1313,INFN
6906,лебедь,1313,NOUN
6907,малочисленный,1312,ADJF
6908,соблюдать,1312,INFN
6909,деструктивный,1312,ADJF
6910,удача,1311,NOUN
6911,грязь,1311,NOUN
6912,немотивированный,1311,ADJF
6913,яйцо,1311,NOUN
6914,однородность,1311,NOUN
6915,духовно,1311,ADVB
6916,пишущий,1310,ADJF
6917,показание,1309,NOUN
6918,отграничение,1309,NOUN
6919,распутин,1309,NOUN
6920,рядовой,1308,NOUN
6921,честный,1307,ADJF
6922,тюрьма,1307,NOUN
6923,производитель,1307,NOUN
6924,чудесный,1307,ADJF
6925,русизм,1307,NOUN
6926,гибкий,1307,ADJF
6927,дворянский,1307,ADJF
6928,тома,1306,NOUN
6929,пустыня,1306,NOUN
6930,Скляревской??,1306,
6931,буянов,1306,NOUN
6932,коррелятивный,1305,ADJF
6933,РНБ??,1305,
6934,Тестелец??,1305,
6935,общеизвестный,1304,ADJF
6936,местоположение,1304,NOUN
6937,воспроизводиться,1302,INFN
6938,орфоэпия,1302,NOUN
6939,тк,1302,
6940,однозначность,1301,NOUN
6941,номенклатурный,1301,ADJF
6942,антонимичный,1301,ADJF
6943,скрываться,1300,INFN
6944,свинья,1300,NOUN
6945,тобольск,1300,NOUN
6946,инвектива,1300,NOUN
6947,дочка,1298,NOUN
6948,лондон,1298,NOUN
6949,Майтинская??,1298,
6950,саттаров,1298,NOUN
6951,грибоедов,1297,NOUN
6952,сдавать,1297,INFN
6953,метафоричность,1297,NOUN
6954,рп,1297,
6955,наносить,1297,INFN
6956,эль,1297,PRCL
6957,эвенский,1297,ADJF
6958,Бюлер??,1297,
6959,интерпретатор,1297,NOUN
6960,караулова,1297,NOUN
6961,пожилой,1296,ADJF
6962,подходящий,1296,ADJF
6963,жданова,1296,NOUN
6964,титов,1296,NOUN
6965,анатольевна,1296,NOUN
6966,шерсть,1295,NOUN
6967,маркировка,1295,NOUN
6968,Малинович??,1295,
6969,грамотность,1294,NOUN
6970,марка,1294,NOUN
6971,оппозиционный,1294,ADJF
6972,Лениздат??,1294,
6973,солнечный,1293,ADJF
6974,оный,1293,ADJF
6975,жестокий,1293,ADJF
6976,Алтайск??,1293,
6977,офицер,1292,NOUN
6978,хранитель,1292,NOUN
6979,лиза,1292,NOUN
6980,пояснительный,1292,ADJF
6981,митрофанов,1292,NOUN
6982,ерофеев,1292,NOUN
6983,предсказывать,1291,INFN
6984,неожиданно,1291,ADVB
6985,преподавательский,1291,ADJF
6986,стержневой,1291,ADJF
6987,статика,1290,NOUN
6988,литвинов,1290,NOUN
6989,анонимный,1290,ADJF
6990,арх??,1290,
6991,НТИ??,1290,
6992,Брудный??,1290,
6993,полет,1289,NOUN
6994,носов,1289,NOUN
6995,рецепт,1289,NOUN
6996,руденко,1289,NOUN
6997,интертекстуальность??,1289,
6998,Гардарики??,1289,
6999,глупость,1288,NOUN
7000,МПГУ??,1288,
7001,корректный,1287,ADJF
7002,эвенк,1286,NOUN
7003,подразделение,1285,NOUN
7004,лингвистически,1285,ADVB
7005,ХШ??,1285,
7006,штат,1285,NOUN
7007,тоталитарный,1285,ADJF
7008,деревенский,1284,ADJF
7009,училище,1284,NOUN
7010,восторг,1283,NOUN
7011,вбирать,1283,INFN
7012,брянский,1283,ADJF
7013,ласкательный,1283,ADJF
7014,постулировать,1283,INFN
7015,госуниверситета??,1283,
7016,метафорически,1282,ADVB
7017,нефедов,1282,NOUN
7018,коммуникантами??,1282,
7019,Черданцева??,1282,
7020,маркированности??,1281,
7021,астраханский,1280,ADJF
7022,двучленный,1280,ADJF
7023,Косериу??,1280,
7024,харьковский,1279,ADJF
7025,музыкант,1278,NOUN
7026,поликарпов,1278,NOUN
7027,юрьевна,1278,NOUN
7028,парцеллировать,1278,INFN
7029,насилие,1277,NOUN
7030,панин,1277,NOUN
7031,котелова,1276,NOUN
7032,ции,1276,NOUN
7033,Харитончик??,1276,
7034,сумароков,1275,NOUN
7035,гдр,1275,NOUN
7036,Уфимцевой??,1275,
7037,лингвокультурологические??,1275,
7038,палата,1274,NOUN
7039,сталин,1274,NOUN
7040,пользование,1273,NOUN
7041,густой,1273,ADJF
7042,коза,1273,NOUN
7043,обед,1273,NOUN
7044,епископ,1273,NOUN
7045,гу??,1273,
7046,восполнять,1273,INFN
7047,Докл??,1273,
7048,переводоведение??,1273,
7049,меж,1272,PREP
7050,челобитная,1272,ADJF
7051,графика,1272,NOUN
7052,стекло,1272,NOUN
7053,конституентов??,1272,
7054,гудков,1271,NOUN
7055,сленговый,1271,ADJF
7056,когезия,1271,NOUN
7057,бесспорный,1270,ADJF
7058,володина,1270,NOUN
7059,аллитерация,1269,NOUN
7060,худяков,1269,NOUN
7061,арготизм,1268,NOUN
7062,остро,1268,ADVB
7063,нарушаться,1268,INFN
7064,всевозможный,1267,ADJF
7065,активизировать,1267,INFN
7066,шестаков,1267,NOUN
7067,среднерусский,1266,ADJF
7068,влах,1266,NOUN
7069,макроструктура,1266,NOUN
7070,вред,1265,NOUN
7071,шоры,1265,NOUN
7072,архитектоника,1265,NOUN
7073,Вайнрайх??,1265,
7074,ловить,1264,INFN
7075,гимн,1264,NOUN
7076,кончаться,1264,INFN
7077,остроумие,1264,NOUN
7078,Мурясов??,1264,
7079,улыбаться,1263,INFN
7080,Марковина??,1263,
7081,издавна,1262,ADVB
7082,ширина,1262,NOUN
7083,ган,1262,
7084,индивидуум,1261,NOUN
7085,инициировать,1261,INFN
7086,смешать,1260,INFN
7087,спутник,1260,NOUN
7088,евангельский,1260,ADJF
7089,Иванчикова??,1260,
7090,одинокий,1259,ADJF
7091,туристический,1259,ADJF
7092,ставропольский,1258,ADJF
7093,спасение,1258,NOUN
7094,молчанов,1258,NOUN
7095,коннектор,1258,NOUN
7096,пафос,1257,NOUN
7097,емкий,1257,ADJF
7098,зырянский,1257,ADJF
7099,сай,1257,
7100,населять,1257,INFN
7101,трилогия,1257,NOUN
7102,тематически,1256,ADVB
7103,гете,1256,NOUN
7104,франк,1256,NOUN
7105,Гвишиани??,1256,
7106,любопытно,1255,ADVB
7107,ду??,1255,
7108,обогащаться,1255,INFN
7109,жан,1255,NOUN
7110,этимон,1255,NOUN
7111,изафет,1255,NOUN
7112,удвоение,1255,NOUN
7113,помощник,1254,NOUN
7114,воспользоваться,1254,INFN
7115,пекин,1254,NOUN
7116,крючок,1253,NOUN
7117,гиндин,1253,NOUN
7118,антиномия,1253,NOUN
7119,зв??,1252,
7120,москвич,1252,NOUN
7121,волость,1252,NOUN
7122,основатель,1251,NOUN
7123,профессионал,1251,NOUN
7124,Гадамер??,1251,
7125,Чернухина??,1251,
7126,сквозной,1250,ADJF
7127,периодика,1250,NOUN
7128,Торсуева??,1250,
7129,таможенный,1249,ADJF
7130,Канд??,1249,
7131,барс,1249,NOUN
7132,куликовский,1249,NOUN
7133,Хелимский??,1249,
7134,Варбот??,1249,
7135,перерабатывать,1248,INFN
7136,генерализация,1248,NOUN
7137,онлайн,1248,ADVB
7138,впереди,1247,ADVB
7139,доцент,1247,NOUN
7140,расцвет,1247,NOUN
7141,новаторство,1247,NOUN
7142,медиальный,1247,ADJF
7143,Бирих??,1247,
7144,богуславская,1247,NOUN
7145,менеджмент,1246,NOUN
7146,кончать,1245,INFN
7147,лобачевский,1245,NOUN
7148,архитектурный,1245,ADJF
7149,полемический,1245,ADJF
7150,накладываться,1245,INFN
7151,Обнорский??,1245,
7152,компаратив,1245,GRND
7153,разъяснение,1244,NOUN
7154,самоорганизация,1244,NOUN
7155,улучшение,1243,NOUN
7156,марк,1243,NOUN
7157,богданова,1243,NOUN
7158,локус,1243,NOUN
7159,напряженный,1242,PRTF
7160,верховный,1242,ADJF
7161,добродетель,1242,NOUN
7162,семитский,1242,ADJF
7163,незавершенность,1242,NOUN
7164,ской??,1241,
7165,эк,1241,ADVB
7166,Ки??,1241,
7167,евразия,1241,NOUN
7168,теленок,1240,NOUN
7169,чаша,1240,NOUN
7170,ДТС??,1240,
7171,клиент,1240,NOUN
7172,дубровский,1239,ADJF
7173,постановление,1239,NOUN
7174,численность,1239,NOUN
7175,гришин,1239,NOUN
7176,Клушина??,1239,
7177,ограничительный,1238,ADJF
7178,прил??,1238,
7179,Разинкина??,1238,
7180,голод,1237,NOUN
7181,селькуп,1237,NOUN
7182,феноменология,1237,NOUN
7183,пламень,1236,NOUN
7184,илья,1236,NOUN
7185,зависть,1236,NOUN
7186,тундровый,1236,ADJF
7187,Домашнев??,1236,
7188,ость,1235,NOUN
7189,рассуждать,1235,INFN
7190,плыть,1235,INFN
7191,рыбак,1235,NOUN
7192,двоякий,1235,ADJF
7193,былой,1234,ADJF
7194,ездить,1234,INFN
7195,совершенство,1233,NOUN
7196,простор,1233,NOUN
7197,смягчение,1233,NOUN
7198,саидов,1233,NOUN
7199,крещение,1233,NOUN
7200,ерофеева,1233,NOUN
7201,диалогичности??,1233,
7202,ЗАКЛЮЧЕНИЕВ??,1233,
7203,воображать,1232,INFN
7204,блестящий,1232,ADJF
7205,сокращаться,1232,INFN
7206,булгар,1232,NOUN
7207,Теньер??,1232,
7208,верность,1231,NOUN
7209,ный??,1231,
7210,полярный,1231,ADJF
7211,абстрактность,1231,NOUN
7212,славистика,1231,NOUN
7213,корр??,1231,
7214,лэ,1231,NOUN
7215,частеречной??,1231,
7216,пирог,1230,NOUN
7217,самобытный,1230,ADJF
7218,пиво,1230,NOUN
7219,полуостров,1230,NOUN
7220,предписание,1230,NOUN
7221,финн,1229,NOUN
7222,действенный,1229,ADJF
7223,комбинированный,1229,ADJF
7224,некодифицированный,1229,ADJF
7225,ель,1228,NOUN
7226,нисходящий,1228,ADJF
7227,бурятия,1228,NOUN
7228,тж??,1228,
7229,ДГУ??,1228,
7230,заднеязычный,1227,ADJF
7231,господствовать,1226,INFN
7232,соловей,1226,NOUN
7233,дв??,1226,
7234,швейцария,1226,NOUN
7235,монета,1224,NOUN
7236,осенний,1223,ADJF
7237,делопроизводство,1223,NOUN
7238,обитание,1223,NOUN
7239,информационно,1223,ADVB
7240,гимназия,1222,NOUN
7241,болг??,1222,
7242,медный,1221,ADJF
7243,заявление,1221,NOUN
7244,вышеперечисленный,1221,ADJF
7245,кольцов,1221,NOUN
7246,анга,1221,NOUN
7247,перцепция,1221,NOUN
7248,бь??,1221,
7249,полифункциональный,1221,ADJF
7250,Горбаневский??,1221,
7251,готовиться,1220,INFN
7252,евтушенко,1220,NOUN
7253,фитонимов??,1220,
7254,социолог,1220,NOUN
7255,тавтология,1219,NOUN
7256,ец??,1219,
7257,собирательность,1219,NOUN
7258,жирков,1219,NOUN
7259,апр,1219,NOUN
7260,гийом,1219,NOUN
7261,адам,1218,NOUN
7262,бойко,1218,ADVB
7263,ибн,1218,PRCL
7264,анатомия,1218,NOUN
7265,Фесенко??,1218,
7266,ру??,1217,
7267,путеводитель,1217,NOUN
7268,дополняться,1217,INFN
7269,младенец,1216,NOUN
7270,сомнительный,1216,ADJF
7271,генеративный,1216,ADJF
7272,проша,1215,NOUN
7273,свернутый,1215,ADJF
7274,правомерность,1215,NOUN
7275,отдаваться,1215,INFN
7276,пациент,1215,NOUN
7277,ковы,1214,NOUN
7278,вышеназванный,1214,ADJF
7279,пятно,1214,NOUN
7280,двусложный,1214,ADJF
7281,татевос,1214,NOUN
7282,Ильиш??,1214,
7283,намеренно,1213,ADVB
7284,риск,1213,NOUN
7285,компаративистика,1213,NOUN
7286,коваленко,1213,NOUN
7287,водка,1212,NOUN
7288,прекрасно,1212,ADVB
7289,техн??,1212,
7290,эффективно,1210,ADVB
7291,лечение,1210,NOUN
7292,частушка,1210,NOUN
7293,лань,1210,NOUN
7294,активизироваться,1209,INFN
7295,кр??,1209,
7296,аномальный,1209,ADJF
7297,ширшов,1209,NOUN
7298,слепой,1208,ADJF
7299,клаузе??,1208,
7300,СЭ??,1208,
7301,горло,1207,NOUN
7302,костер,1207,NOUN
7303,ного??,1207,
7304,волевой,1206,ADJF
7305,общепризнанный,1206,ADJF
7306,Добросвет??,1206,
7307,регламентировать,1205,INFN
7308,отклик,1205,NOUN
7309,кун,1205,NOUN
7310,самопрезентации??,1205,
7311,зарождаться,1204,INFN
7312,славный,1204,ADJF
7313,удобство,1204,NOUN
7314,фантастика,1204,NOUN
7315,вышеизложенный,1204,ADJF
7316,направленный,1204,PRTF
7317,талантливый,1203,ADJF
7318,элита,1203,NOUN
7319,ИЯШ??,1203,
7320,желтухин,1203,NOUN
7321,гюльмагомед,1203,NOUN
7322,васильевич,1202,NOUN
7323,дедушка,1202,NOUN
7324,продолжительность,1201,NOUN
7325,аудитор,1201,NOUN
7326,комплексно,1201,ADVB
7327,топика,1201,NOUN
7328,межд??,1201,
7329,публика,1200,NOUN
7330,всесторонне,1200,ADVB
7331,Авт??,1200,
7332,межэтнический,1200,ADJF
7333,пирогов,1199,NOUN
7334,бл??,1198,
7335,Фреге??,1198,
7336,диаграмма,1198,NOUN
7337,капитан,1197,NOUN
7338,привыкать,1197,INFN
7339,старообрядец,1197,NOUN
7340,доводить,1197,INFN
7341,Аксиологическая??,1197,
7342,молодец,1196,NOUN
7343,ные??,1196,
7344,щербаков,1196,NOUN
7345,блинов,1196,NOUN
7346,взор,1195,NOUN
7347,пруд,1195,NOUN
7348,уничтожать,1195,INFN
7349,палка,1195,NOUN
7350,магомет,1195,NOUN
7351,арсентьев,1195,NOUN
7352,юрченко,1195,NOUN
7353,гром,1194,NOUN
7354,лекарство,1194,NOUN
7355,Куртене??,1194,
7356,кличка,1193,NOUN
7357,взаимно,1193,ADVB
7358,плач,1193,NOUN
7359,акуленко,1193,NOUN
7360,кошевой,1192,NOUN
7361,имитация,1192,NOUN
7362,гроб,1191,NOUN
7363,БСП??,1191,
7364,теоретик,1190,NOUN
7365,автоматизация,1190,NOUN
7366,леденеть,1190,INFN
7367,оренбургский,1189,ADJF
7368,стадо,1189,NOUN
7369,оценочно,1189,ADVB
7370,вознесенский,1188,NOUN
7371,зайцев,1188,NOUN
7372,грусть,1187,NOUN
7373,стихийный,1187,ADJF
7374,еп??,1187,
7375,размещать,1187,INFN
7376,бурвиков,1187,NOUN
7377,коммуникационный,1187,ADJF
7378,белоусов,1187,NOUN
7379,аще??,1186,
7380,навсегда,1185,ADVB
7381,склад,1185,NOUN
7382,коран,1185,NOUN
7383,ют,1185,NOUN
7384,красильников,1185,NOUN
7385,ШШ??,1185,
7386,шапошников,1185,NOUN
7387,фразеологизации??,1185,
7388,дубровина,1184,NOUN
7389,воздушный,1184,ADJF
7390,подразделять,1184,INFN
7391,могучий,1183,ADJF
7392,МН??,1183,
7393,ХП??,1183,
